"y";"w"
"1";712455.496576668;4.88953660626957
"2";21331.9174796977;2.24092049794632
"3";20620.8523675585;0.0804088003880944
"4";481456.232850248;1.49595372070486
"5";282124.503347061;5.72337489858493
"6";54746091.4770045;0.0283284597224236
"7";8627.33295125728;12.0802203620236
"8";272084.905221576;3.6797114044639
"9";164523.286186415;5.33932298520832
"10";3982951.33442353;3.15707361160802
"11";85865.5050411254;4.3147727372221
"12";1088.06472394802;2.76076840378148
"13";4198.56952892045;4.86601073174896
"14";60771.7597336765;3.68113770307699
"15";1187095.01239465;4.00273720781921
"16";316880.784964906;6.42780141606207
"17";163731.723802259;11.3082783031908
"18";1543.57457394027;1.87426503728526
"19";1533633.12298738;0.910031304722824
"20";27998031.3278461;0.0176832341247869
"21";8174519.76794429;5.9546619920819
"22";60119.5642810461;2.14739083219424
"23";211075.833846749;3.01529227085992
"24";48694658.0290961;0.645717417265966
"25";1367790.94745942;3.77332824367915
"26";66454225.4755405;0.0304911634306838
"27";509511.753771359;1.5335399483396
"28";4778238.56981137;0.325779859560943
"29";8300.58860044427;8.50587320835703
"30";14031087.5840664;0.0612408787046762
"31";59.3612124801463;2.16722384925322
"32";13728978.2756869;0.0592668816434999
"33";92152.6985255294;16.9550151360009
"34";47682098.5028677;0.0370755870839093
"35";118664087.894977;0.0276728643912996
"36";19940.5686487614;3.27133646889008
"37";16128.5689420486;6.03296091167847
"38";3632.9137173157;4.97070795427493
"39";47150273.1224067;0.0264861567536682
"40";6986042.89539083;0.129887122198314
"41";9646885.11852199;0.424311308121724
"42";2094.45124523286;4.88583663293266
"43";1297586655.07776;0.00334697531874455
"44";376354.86826911;6.53582221402187
"45";94393.8881304029;6.91968950078353
"46";13346.3450116481;3.45298067136696
"47";33319.2135726832;2.64168110774998
"48";1245365.28409044;17.2152953201095
"49";50075.2829718191;3.34482502703745
"50";320787.320654264;0.920620049480977
"51";473784.111741876;3.8844071345582
"52";667008.140598231;3.34409295844143
"53";115036.454932633;8.99404057428359
"54";9286.48712483222;9.88888699883939
"55";193985.492589777;6.97122256449622
"56";182294.465027046;12.5083017166846
"57";31249780.5658326;0.0306458341326872
"58";259396.811909321;5.54946575360972
"59";272918.495395918;3.81601285755237
"60";4304686.12519137;1.1446889892432
"61";13682.3116917748;2.29744277030767
"62";1310961.43603824;4.19380307650069
"63";75245.5578306923;7.86814431558889
"64";1657856.67286265;0.962732223383623
"65";1508.36660038869;2.28026178074247
"66";9640.92392960536;3.9356707493209
"67";516012.710248855;0.205441873921613
"68";152522.982359335;1.80624742724966
"69";4787158.13392206;0.795012424208538
"70";99486.8186493642;4.49512053641082
"71";72577.9419679477;2.88589902469
"72";90206.3722492075;3.63240546707808
"73";604269.167963593;0.780985973191009
"74";81260027.5179061;0.010113302620413
"75";926425.006529894;0.0407230031129078
"76";116643.932056864;11.3646196321268
"77";69857.2732979474;4.81133989622494
"78";101491.693239574;4.93033116126468
"79";5158007.1585949;4.02844918080523
"80";60219.5005980855;3.62280113956133
"81";123813.303576997;7.82231658667222
"82";89793.4695886981;2.21297672788315
"83";9243.7718990154;2.15419021417066
"84";1374999.79029184;0.872882449770191
"85";11818.276463039;1.6703716183269
"86";1783028.9428072;1.91834376458805
"87";23220295.3826395;0.162276457877599
"88";110546.078134686;2.92716402104679
"89";27.6438036359811;1.34814230405463
"90";57125.917868631;13.8306450298322
"91";364317.915851134;3.45084993329778
"92";62781.1496056622;3.46649540378597
"93";1822.02802929893;10.0851883866085
"94";1158964.45407542;0.546032614580353
"95";12615266.3451604;0.360708041821989
"96";6599.46595569549;11.1494489400686
"97";560589.290137173;3.33798717149458
"98";2043766.31639583;0.807963027666155
"99";23523729.8788785;0.0266281618793408
"100";596354.30280645;2.274669369611
"101";441044.59497317;3.47797608629545
"102";8711515.48605076;0.0287039313875182
"103";719650.673887384;0.431752281711454
"104";7748.37236575646;9.76833861838666
"105";5367.97476978257;3.6247454370589
"106";109832.635031743;4.93465015108096
"107";436481.675264371;4.16698600099335
"108";443035.99554042;3.07532923763657
"109";58928.5606387787;11.1638388312222
"110";4589.02927479916;3.63428198402838
"111";209684.714366139;2.81693139140418
"112";236469.173836461;3.09105920547037
"113";2217929.40434741;1.6342159424471
"114";9702070.10251623;1.78904878473765
"115";101169.513179889;4.94415062058567
"116";58368.3356488605;6.36468579962338
"117";323794.628643259;7.36037666563164
"118";77910.540600636;6.28674496585239
"119";83558.2540610753;10.5699341231295
"120";110561084.005698;0.017257688963315
"121";6440063.79019097;1.70169450998933
"122";107070.081166842;3.08715361605488
"123";126228.210621763;16.9956538464813
"124";69668.1543688029;13.2413457387632
"125";38567.7024618813;12.0196326133727
"126";153013.93464889;3.6419504567528
"127";270780.198629654;3.40806408575511
"128";2565.11067761896;1.5653487009531
"129";9145.79660755657;10.0674453777419
"130";1718390.70009993;1.69077636523602
"131";10865.6443040893;8.55336639223141
"132";246429.282668834;7.16395058997884
"133";335168.306885849;4.46786172709809
"134";10136.0666316034;2.58791910411694
"135";304831872.570307;0.0062943352207566
"136";160419.622907971;5.58104777543063
"137";3800387.40665947;1.74073623330269
"138";704256.643337547;4.03394039929728
"139";1938532.82088379;0.885627505520289
"140";275104.939909446;2.44611660250708
"141";27112.7307116689;1.62089471371743
"142";2300.56081292946;5.11701259187795
"143";85802.5243868092;4.74486654552983
"144";138112.340092517;6.21029426970745
"145";4603935.70058891;2.52752603511705
"146";259445.540219268;4.58610658117916
"147";591993.912942278;1.44469730520548
"148";202889.107469113;3.2913773745458
"149";45598.8659862314;2.52451816347868
"150";577169.134046814;3.42613798554818
"151";6922.83524476335;14.6596916118349
"152";34293631.6311302;0.0271857225488297
"153";61617.7291715035;2.14996171381767
"154";4635.80400761055;1.37494053703785
"155";401666.601626211;6.93564374650577
"156";424390.279054546;2.74523747390217
"157";230128.869329775;5.64326196854287
"158";825038.118170803;4.75425365841689
"159";17146.7086633951;8.56543434292507
"160";364176.328537345;8.24832372007026
"161";4965960.36452694;0.441944145079545
"162";94406.9358701247;2.36884445269995
"163";680899.485854136;0.448375847155266
"164";4846566.92996437;3.77027918158043
"165";858917.653143476;13.1628435591632
"166";6491401.31267388;0.132952867732264
"167";63509.7433430276;4.74296839709784
"168";20837.4378896438;6.15768912875607
"169";78669.4878992016;2.25922099669733
"170";296012.465593499;4.83125805879942
"171";62995801.3153764;0.0255973724454428
"172";27178.683570865;7.10393246984667
"173";11157.3321083297;8.81013379841918
"174";108730.300138606;5.08910359457107
"175";79934.5997540295;3.72809104752255
"176";97327.7009144876;2.33393174816877
"177";2488.13413870283;9.94181138633431
"178";297395.385758277;4.42818675624902
"179";24673498.8653274;0.0479800098926919
"180";5065.77226995619;7.43361277118257
"181";1116563.85102377;0.778809582626417
"182";556154745.713585;0.0510132001289742
"183";70982.6492092406;3.66364867041072
"184";182189.783021626;6.91110727872574
"185";196745.791940939;8.8951192129942
"186";166873.466270483;3.15281585145336
"187";81423.1438717996;2.7288889579784
